lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
1307	Dosage	Dosering	Dosis	Dosis	Dosierung	Dosering		Posologie	Posologie	Dosering	用量					Dosis	Δοσολογία 		Dosagem	Dosagem	الجرعات	Dosering	Dozaj			Dosaggio			dummy
1308	double click to edit	dubbelklicka för att redigera	Doble click para editar	Doble click para editar	Doppelclick, um zu editieren	Dubbel klikken om te veranderen		Double-cliquez pour éditer	Double-cliquez pour éditer				двойной щелчок для редактирования				Διπλό κλικ για επεξεργασία		Duplo-clique para editar	duplo clique para editar	انقر لمرتين لبدء التحرير	Dobbeltklik for at ændre	Düzenlemek için çift tıklayınız			doppio clic per modificare			dummy
1309	Double Vision	Dubbelseende	Visión doble	Visión doble		Dubbel zien		Vision Double	Vision Double	Dobbelt syn	双瞳					Double Visi	Διπλωπία		Visão Dupla	Visão Dupla	رؤية مزدوجة	Dubbelseende	Çift Görme			Visione doppia			dummy
1310	Download		Descarga	Descarga	Download	Downloaden		Télécharger	Télécharger				Скачать				Κατέβασμα		Descarregar		تنزيل	Download	İndir			Scarica			dummy
1311	Download Anyway		Descargar de todas formas	Descargar de todas formas	Download trotzdem starten	Toch downloaden		Télécharger dans tout les cas	Télécharger dans tout les cas				Скачать в любом случае				Κατέβασμα οπωσδήποτε		Descarregar		قم بالتنزيل	Dowload alligevel	Yine de İndir			Scarica comunque			dummy
1312	Download billing file, post to accounting and mark as billed		Descargar expediente de factura, mandar a contabilidad y marcar como facturado.	Descargar expediente de factura, mandar a contabilidad y marcar como facturado.		Download factureringsbestand, verstuur naar boekhouding en markeer als gefactureerd		Télécharger la facturation, la posté à la comptabilité la marquer comme facturé	Télécharger la facturation, la posté à la comptabilité la marquer comme facturé		下载结算文件后，以会计和结算商标					Penagihan download file, dikirim ke akuntansi dan tandai sebagai tagihan	Κατεβάστε το αρχείο χρέωσης, στείλτε το στο λογιστήριο και σημειώστε το ως χρεωθέν		Carregamento da faturamento do arquivo, poste para a contabilidade e marca	Download de arquivos de faturamento, posto à contabilidade e marca como faturado			Fatura dosyasını indir, muhasebeye gönder ve faturalandırıldı diye işaretle.						dummy
1313	Download Certificates		Certificados de descargas	Certificados de descargas	Zertifikat herunterladen	Certificaten downloaden		Télécharger les certificats	Télécharger les certificats				Скачать сертификаты				Κατέβασμα Πιστοποιητικών		Descarregar Certificados		تنزيل الترخيص	Download certifikater	Sertifikaları İndir			Scarica i Certificati			dummy
1314	Download configuration data		Descargar datos de configuración	Descargar datos de configuración	Konfigurationsdaten herunterladen	Download coniguratie data		Télécharger les données de configuration	Télécharger les données de configuration				Скачать данные настроек				Κατέβασμα δεδομένων ρύθμισης		Carregamento da configuração de dados	Transferir dados de configuração	تنزيل بيانات التكوين		Konfigürasyon verilerini indir			Scarica i dati di configurazione			dummy
1315	download encrypted file					Downloaden van versleutelde file		télécharger le fichier crypté	télécharger le fichier crypté												تنزيل ملف مشفر		şifreli dosyayı indir			scarica il file criptato			dummy
1316	Download Selected Statements		Descargar estados selectos	Descargar estados selectos		Download geselecteerde Statements		Télécharger les déclarations sélectionnées	Télécharger les déclarations sélectionnées								Κατέβασμα επιλεγμένων καταστάσεων				تنزيل المختارات		Seçili Tabloları İndir						dummy
1317	Dr Check	Läkarkontroll	Revisar médico	Revisar médico		Dr Controle		Contrôle du Dr	Contrôle du Dr	Dr Sjekk	医生检查					Dr Periksa	Ιατρ. Έλεγχος		Dr: Verifica	Dr Check	شوهد من قبل الطبيب	læge kontrol	Dr Kontrolü			Controllo Dr			dummy
1318	Dr Visit	Läkarbesök	Visitar médico	Visitar médico	Visite	Dr Bezoek		Visite du Dr	Visite du Dr	Dr Besøk	博士访问					Dr Kunjungi	Ιατρ. Επίσκεψη		Dr: Visita	Dr Visite	زيارة الطبيب	lægebesøg	Dr Viziti			Visita Dr			dummy
1319	Dr.	Dr.	Médico	Médico	Dr.	Dr.		Dr	Dr								Δρ.		Dr.	Dr.	الطبيب	Dr.	Dr.	Dr		Dr.			dummy
1320	Drag to move		Arrastre para mover	Arrastre para mover		Versleep om te verplaatsen		Glissez pour déplacer	Glissez pour déplacer								Σύρετε για να μετακινήσετε				اسحب للتحريك	Træk for at flytte	Hareket ettirmek için sürükleyiniz			Trascina per spostare			dummy
1321	Dribbling	Dribblande	Goteo	Goteo		Druppelen		Dribble	Dribble								Ακούσια απώλεια σιέλου από το στόμα		Pingando	Dribbling	تنقيط البول		Damlama						dummy
1322	Drivers License or State ID	Körkortsnr	Licencia de Manejar o Identificación del Estado	Licencia de Manejar o Identificación del Estado		Rijbewijs of BSN		Permis de conduire ou de N° Identification	Permis de conduire ou de N° Identification								Άδεια Οδήγησης ή Α.Δ. Ταυτότητος		Carta de Condução ou BI/CC	Carteira de Motorista ou de Estado-ID	إجازة قيادة السيارة/الهوية الوطنية	kørekortnummer	Sürücü Belgesi No:	Prawo jazdy #		Patente di guida o ID dello stato			dummy
1323	Drug	Läkemedel	Medicamento	Medicamento	Medikament	Medicatie		Médicament	Médicament	Medisin	药物					Narkoba	Φάρμακο		Droga	Drogas	الدواء	lægemiddel	İlaç	Leki		Farmaco			dummy
1324	Drug Finder		Buscador de farmacos	Buscador de farmacos	Medikamenten Suche	Opzoeken Medicatie		Chercheur médicaments	Chercheur médicaments								Ευρετήριο φαρμάκων				إيجاد الدواء		İlaç Bulucu			Trova farmaci			dummy
1325	Drug Forms	Läkemedelsformulär	Formularios de Medicamento	Formularios de Medicamento	Medikamenten Formular	Medicatie vorm		Formes médicamenteuse	Formes médicamenteuse								Τύποι φαρμάκου		Formulários de Drogas	Formas de drogas	الأشكال الصيدلانية للدواء	Läkemedelsformulär	İlaç Formları			Forme del farmaco			dummy
1326	Drug ID missing!	Läkemeddels ID saknas!	Identificación de la droga estan desaparecidos!	Identificación de la droga estan desaparecidos!	Medikamenten ID fehlt!	Medicatie ID afwezig!		ID du médicament manquant!	ID du médicament manquant!								Λείπει ο κωδικός αναγνώρισης φαρμάκου!		Falta ID da Droga!	Drogas ID faltando!	رقم الدواء مفقود	Läkemeddels ID saknas!	İlaç ID si eksik			ID del farmaco mancante!			dummy
1327	Drug Intervals	Läkemedel intervall	Intervalos de Medicamento	Intervalos de Medicamento		Medicatie-intervallen											Διαστήματα δόσεων		Intervalo das Drogas	Intervalos de drogas	تواتر الدواء	Läkemedel intervall	İlaç araları			Intervalli farmaco			dummy
1328	Drug Inventory	Inventarielista, läkemedel	Inventorio de Medicamento	Inventorio de Medicamento		Medicijnen voorraadbeheer		Inventaire des médicaments	Inventaire des médicaments	Medisin Inventar	药物清单					Persediaan obat	Απογραφή φαρμάκων		Inventário de medicamentos	Inventário de drogas	مستودع الأدوية	Inventarielista, läkemedel	İlaç envanteri			Inventario farmaci			dummy
1329	Drug Name	Läkemedelsnamn	Nombre del Medicamento	Nombre del Medicamento		Naam medicatie		Nom du médicament	Nom du médicament	Medisin navn	药名					Nama obat	Όνομα φαρμάκου		Nome da medicamento	Nome da droga	اسم الدواء	Läkemedelsnamn	İlaç İsmi			Nome farmaco			dummy
1330	Drug Routes	Läkemedelslinje/väg	Rutas de Medicamento	Rutas de Medicamento		Wijze van toedienen		Voies du médicament	Voies du médicament								Οδοί χορήγησης		Rotas de Droga	Drogas Rotas	طريقة أخذ الدواء	Läkemedelslinje/väg	İlacın verildiği Yollar			Vie farmaco			dummy
1331	Drug Units	Läkemedel, enheter	Unidades de Medicamento	Unidades de Medicamento		Medicatie-eenheden		Unités du médicament	Unités du médicament								Μονάδες φαρμάκου		Unidades do medicamento	Unidades de drogas	عيار الدوء	Läkemedel, enheter	İlaç Birimleri			Unità farmaco			dummy
1332	Drugs	Läkemedel	Medicamentos	Medicamentos	Medikamente	Medicijnen		Médicaments	Médicaments	Medisiner	药品					Narkoba	Φάρμακα		Medicamentos	Drogas	الأدوية	medikamenter	İlaçlar	Leki		Farmaci			dummy
1333	Drugs and Products		Medicamentos y productos	Medicamentos y productos	Medikamente und Produkte	Medicijnen en Producten		Produits et Médicaments	Produits et Médicaments								Φάρμακα και Προϊόντα				الدوية والنتجات الطبية	medicin og produkter	İlaçlar ve Ürünler			Farmaci e prodotti			dummy
1334	Dry Mouth	Muntorrhet	Boca seca	Boca seca	Trockener Mund	Droge mond		Bouche sèche	Bouche sèche	Tørr munn	口干					Dry Mouth	Ξηροστομία 		Boca seca	Boca seca	الفم الجاف	Mundtørhed	Ağız Kuruluğu			Bocca secca			dummy
1335	DT 1	DT 1	DT 1	DT 1		DT1					白喉，破伤风疫苗 1						DT 1		DT 1	DT 1	الجرعة الأولى للقاح الديفتريا و الكزاز	DT 1	DT 1						dummy
1336	DT 2	DT 2	DT 2	DT 2		DT2					白喉，破伤风疫苗 2						DT 2		DT 2	DT 2	الجرعة الثانية للقاح الديفتريا و الكزاز	DT 2	DT 2						dummy
1337	DT 3	DT 3	DT 3	DT 3		DT3					白喉，破伤风疫苗 3						DT 3		DT 3	DT 3	الجرعة الثالثة للقاح الديفتريا و الكزاز	DT 3	DT 3						dummy
1338	DT 4	DT 4	DT 4	DT 4		DT4					白喉，破伤风疫苗 4						DT 4		DT 4	DT 4	الجرعة الرابعة للقاح الديفتريا و الكزاز	DT 4	DT 4						dummy
1339	DT 5	DT 5	DT 5	DT 5		DT5					白喉，破伤风疫苗 5						DT 5		DT 5	DT 5	الجرعة الخامسة للقاح الديفتريا و الكزاز	DT 5	DT 5						dummy
1340	DTaP 1	DTaP 1	DTaP 1	DTaP 1		DTaP1					百白破三联疫苗 1						DTaP 1		DTaP 1	DTaP 1	الجرعة الأولى للقاح الديفتريا و الكزاز و السعال الديكي	DTaP 1	DBT 1						dummy
1341	DTaP 2	DTaP 2	DTaP 2	DTaP 2		DTaP2					百白破三联疫苗 2						DTaP 2		DTaP 2	DTaP 2	الجرعة الثانية للقاح الديفتريا و الكزاز و السعال الديكي	DTaP 2	DBT 2						dummy
1342	DTaP 3	DTaP 3	DTaP 3	DTaP 3		DTaP3					百白破三联疫苗 3						DTaP 3		DTaP 3	DTaP 3	الجرعة الثالثة للقاح الديفتريا و الكزاز و السعال الديكي	DTaP 3	DBT 3						dummy
1343	DTaP 4	DTaP 4	DTaP 4	DTaP 4		DTaP4					百白破三联疫苗 4						DTaP 4		DTaP 4	DTaP 4	الجرعة الرابعة للقاح الديفتريا و الكزاز و السعال الديكي	DTaP 4	DBT 4						dummy
1344	DTaP 5	DTaP 5	DTaP 5	DTaP 5		DTaP5					百白破三联疫苗 5						DTaP 5		DTaP 5	DTaP 5	الجرعة الخامسة للقاح الديفتريا و الكزاز و السعال الديكي	DTaP 5	DBT 5						dummy
1345	Due		Adeudado	Adeudado	Fällig	Due		Due	Due								Προβλέπεται να γίνει				المطلوب		Vadesi dolmuş			Debito			dummy
1346	Due Date	Förfallodatum	Fecha del parto	Fecha del parto	Fälligkeitsdatum	Datum bevalling		Date d\'échéance	Date d\'échéance		截止日期					Tanggal Jatuh Tempo	Ημερομ. κατά την οποία αναμένεται		Data de vencimento	Data de Vencimento	التاريخ المطلوب	Forfaldsdato	Vade Tarihi			Data del debito			dummy
1347	Due date mm/dd/yyyy or yyyy-mm-dd	Återl.datum mm / dd / yyyy eller åååå-mm-dd	Fecha del parto mm/dd/aaaa o aaaa-mm-dd	Fecha del parto mm/dd/aaaa o aaaa-mm-dd	Fälligkeitsdatum mm/tt/jjjj oder jjjj-mm-tt	Datum bev. mm/dd/jjjj of jjjj-mm-dd		Date d\'échéance mm/jj/aaaa ou aaaa-mm-jj	Date d\'échéance mm/jj/aaaa ou aaaa-mm-jj		截止日期月/日/年或格式yyyy - mm -日					Karena tanggal mm / dd / yyyy atau yyyy-mm-dd	Ημερομ. κατά την οποία προβλέπεται μμ/ηη/εεε ή εεε-μμ-ηη		Data de vencimento m/dd/aaaa ou aaaa/mm/dd	Milímetro Vencimento / dd / aaaa ou aaaa-mm-dd	التاريخ المطلوب ش ش/ي ي/س س س س أو س س س س-ش ش-- ي ي	Forfaldsdato mm/dd/åååå el. åååå/mm/dd	Vade Tarihi aa/gg/yyyy veya yyyy/-aa-gg			Data del debito mm/gg/aaaa o aaaa/mm/gg			dummy
